id,col_3,col_4,col_5,col_5_英語,card_name_英語,image_url_英語,col_5_韓国語,card_name_韓国語,image_url_韓国語,col_5_中国語,card_name_中国語,image_url_中国語,col_5_フランス語,card_name_フランス語,image_url_フランス語,col_5_スペイン語,card_name_スペイン語,image_url_スペイン語,col_5_ドイツ語,card_name_ドイツ語,image_url_ドイツ語
3795,A2a,022/075,A2a-022,A2a-022,Glaceon ex,https://assets.tcgdex.net/en/tcgp/A2a/022/low.webp,A2a-022,글레이시아 ex,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/22.webp,A2a-022,冰精靈 ex,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/22.webp,A2a-022,Givrali ex,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/22.webp,A2a-022,Glaceon ex,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/22.webp,A2a-022,Glaziola ex,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/22.webp
3796,A2a,021/075,A2a-021,A2a-021,Abomasnow,https://assets.tcgdex.net/en/tcgp/A2a/021/low.webp,A2a-021,눈설왕,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/21.webp,A2a-021,暴雪王,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/21.webp,A2a-021,Blizzaroi,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/21.webp,A2a-021,Abomasnow,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/21.webp,A2a-021,Rexblisar,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/21.webp
3797,A2a,020/075,A2a-020,A2a-020,Snover,https://assets.tcgdex.net/en/tcgp/A2a/020/low.webp,A2a-020,눈쓰개,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/20.webp,A2a-020,雪笠怪,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/20.webp,A2a-020,Blizzi,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/20.webp,A2a-020,Snover,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/20.webp,A2a-020,Shnebedeck,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/20.webp
3798,A2a,019/075,A2a-019,A2a-019,Froslass,https://assets.tcgdex.net/en/tcgp/A2a/019/low.webp,A2a-019,눈여아,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/19.webp,A2a-019,雪妖女,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/19.webp,A2a-019,Momartik,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/19.webp,A2a-019,Froslass,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/19.webp,A2a-019,Frosdedje,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/19.webp
3799,A2a,018/075,A2a-018,A2a-018,Snorunt,https://assets.tcgdex.net/en/tcgp/A2a/018/low.webp,A2a-018,눈꼬마,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/18.webp,A2a-018,雪童子,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/18.webp,A2a-018,Stalgamin,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/18.webp,A2a-018,Snorunt,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/18.webp,A2a-018,Schneppke,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/18.webp
3800,A2a,017/075,A2a-017,A2a-017,Whiscash,https://assets.tcgdex.net/en/tcgp/A2a/017/low.webp,A2a-017,메깅,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/17.webp,A2a-017,鯰魚王,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/17.webp,A2a-017,Barbicha,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/17.webp,A2a-017,Whiscash,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/17.webp,A2a-017,Welsar,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/17.webp
3801,A2a,016/075,A2a-016,A2a-016,Barboach,https://assets.tcgdex.net/en/tcgp/A2a/016/low.webp,A2a-016,미꾸리,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/16.webp,A2a-016,泥泥鰍,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/16.webp,A2a-016,Barloche,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/16.webp,A2a-016,Barboach,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/16.webp,A2a-016,Schmerbe,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/16.webp
3802,A2a,015/075,A2a-015,A2a-015,Azumarill,https://assets.tcgdex.net/en/tcgp/A2a/015/low.webp,A2a-015,마릴리,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/15.webp,A2a-015,瑪力露麗,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/15.webp,A2a-015,Azumarill,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/15.webp,A2a-015,Azumarill,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/15.webp,A2a-015,Azumarill,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/15.webp
3803,A2a,014/075,A2a-014,A2a-014,Marill,https://assets.tcgdex.net/en/tcgp/A2a/014/low.webp,A2a-014,마릴,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/14.webp,A2a-014,瑪力露,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/14.webp,A2a-014,Marill,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/14.webp,A2a-014,Marill,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/14.webp,A2a-014,Marill,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/14.webp
3804,A2a,013/075,A2a-013,A2a-013,Heatran,https://assets.tcgdex.net/en/tcgp/A2a/013/low.webp,A2a-013,히드런,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/13.webp,A2a-013,席多藍恩,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/13.webp,A2a-013,Heatran,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/13.webp,A2a-013,Heatran,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/13.webp,A2a-013,Heatran,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/13.webp
3805,A2a,012/075,A2a-012,A2a-012,Houndoom,https://assets.tcgdex.net/en/tcgp/A2a/012/low.webp,A2a-012,헬가,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/12.webp,A2a-012,黑魯加,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/12.webp,A2a-012,Démolosse,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/12.webp,A2a-012,Houndoom,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/12.webp,A2a-012,Hundemon,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/12.webp
3806,A2a,011/075,A2a-011,A2a-011,Houndour,https://assets.tcgdex.net/en/tcgp/A2a/011/low.webp,A2a-011,델빌,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/11.webp,A2a-011,戴魯比,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/11.webp,A2a-011,Malosse,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/11.webp,A2a-011,Houndour,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/11.webp,A2a-011,Hunduster,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/11.webp
3807,A2a,010/075,A2a-010,A2a-010,Leafeon ex,https://assets.tcgdex.net/en/tcgp/A2a/010/low.webp,A2a-010,리피아 ex,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/10.webp,A2a-010,葉精靈 ex,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/10.webp,A2a-010,Phyllali ex,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/10.webp,A2a-010,Leafeon ex,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/10.webp,A2a-010,Folipurba ex,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/10.webp
3808,A2a,009/075,A2a-009,A2a-009,Carnivine,https://assets.tcgdex.net/en/tcgp/A2a/009/low.webp,A2a-009,무스틈니,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/9.webp,A2a-009,尖牙籠,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/9.webp,A2a-009,Vortente,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/9.webp,A2a-009,Carnivine,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/9.webp,A2a-009,Venuflibis,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/9.webp
3809,A2a,008/075,A2a-008,A2a-008,Cherrim,https://assets.tcgdex.net/en/tcgp/A2a/008/low.webp,A2a-008,체리꼬,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/8.webp,A2a-008,櫻花兒,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/8.webp,A2a-008,Ceriflor,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/8.webp,A2a-008,Cherrim,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/8.webp,A2a-008,Kinoso,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/8.webp
3810,A2a,007/075,A2a-007,A2a-007,Cherrim,https://assets.tcgdex.net/en/tcgp/A2a/007/low.webp,A2a-007,체리꼬,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/7.webp,A2a-007,櫻花兒,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/7.webp,A2a-007,Ceriflor,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/7.webp,A2a-007,Cherrim,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/7.webp,A2a-007,Kinoso,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/7.webp
3811,A2a,006/075,A2a-006,A2a-006,Cherubi,https://assets.tcgdex.net/en/tcgp/A2a/006/low.webp,A2a-006,체리버,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/6.webp,A2a-006,櫻花寶,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/6.webp,A2a-006,Ceribou,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/6.webp,A2a-006,Cherubi,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/6.webp,A2a-006,Kikugi,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/6.webp
3812,A2a,005/075,A2a-005,A2a-005,Vespiquen,https://assets.tcgdex.net/en/tcgp/A2a/005/low.webp,A2a-005,비퀸,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/5.webp,A2a-005,蜂后,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/5.webp,A2a-005,Apireine,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/5.webp,A2a-005,Vespiquen,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/5.webp,A2a-005,Honweisel,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/5.webp
3813,A2a,004/075,A2a-004,A2a-004,Combee,https://assets.tcgdex.net/en/tcgp/A2a/004/low.webp,A2a-004,세꿀버리,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/4.webp,A2a-004,三蜜蜂,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/4.webp,A2a-004,Apitrini,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/4.webp,A2a-004,Combee,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/4.webp,A2a-004,Wadribie,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/4.webp
3814,A2a,003/075,A2a-003,A2a-003,Mothim,https://assets.tcgdex.net/en/tcgp/A2a/003/low.webp,A2a-003,나메일,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/3.webp,A2a-003,紳士蛾,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/3.webp,A2a-003,Papilord,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/3.webp,A2a-003,Mothim,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/3.webp,A2a-003,Moterpel,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/3.webp
3815,A2a,002/075,A2a-002,A2a-002,Burmy,https://assets.tcgdex.net/en/tcgp/A2a/002/low.webp,A2a-002,도롱충이,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/2.webp,A2a-002,結草兒,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/2.webp,A2a-002,Cheniti,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/2.webp,A2a-002,Burmy,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/2.webp,A2a-002,Burmy,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/2.webp
3816,A2a,001/075,A2a-001,A2a-001,Heracross,https://assets.tcgdex.net/en/tcgp/A2a/001/low.webp,A2a-001,헤라크로스,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/ko_KR/1.webp,A2a-001,赫拉剋羅斯,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/zh_TW/1.webp,A2a-001,Scarhino,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/fr_FR/1.webp,A2a-001,Heracross,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/es_ES/1.webp,A2a-001,Skaraborn,https://ptcgp-tracker.com/sites/default/files/triumphant_light/cards/de_DE/1.webp
3817,PROMO-A,042/P-A,P-A-042,P-A-042,Darkrai ex,https://assets.tcgdex.net/en/tcgp/P-A/042/low.webp,P-A-042,다크라이 ex,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/42.webp,P-A-042,達克萊伊 ex,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/42.webp,P-A-042,Darkrai ex,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/42.webp,P-A-042,Darkrai ex,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/42.webp,P-A-042,Darkrai ex,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/42.webp
3818,PROMO-A,043/P-A,P-A-043,P-A-043,Cherrim,https://assets.tcgdex.net/en/tcgp/P-A/043/low.webp,P-A-043,체리꼬,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/43.webp,P-A-043,櫻花兒,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/43.webp,P-A-043,Ceriflor,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/43.webp,P-A-043,Cherrim,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/43.webp,P-A-043,Kinoso,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/43.webp
3819,PROMO-A,044/P-A,P-A-044,P-A-044,Raichu,https://assets.tcgdex.net/en/tcgp/P-A/044/low.webp,P-A-044,라이츄,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/44.webp,P-A-044,雷丘,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/44.webp,P-A-044,Raichu,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/44.webp,P-A-044,Raichu,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/44.webp,P-A-044,Raichu,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/44.webp
3820,PROMO-A,045/P-A,P-A-045,P-A-045,Nosepass,https://assets.tcgdex.net/en/tcgp/P-A/045/low.webp,P-A-045,코코파스,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/45.webp,P-A-045,朝北鼻,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/45.webp,P-A-045,Tarinor,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/45.webp,P-A-045,Nosepass,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/45.webp,P-A-045,Nasgnet,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/45.webp
3821,PROMO-A,046/P-A,P-A-046,P-A-046,Gible,https://assets.tcgdex.net/en/tcgp/P-A/046/low.webp,P-A-046,딥상어동,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/46.webp,P-A-046,圓陸鯊,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/46.webp,P-A-046,Griknot,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/46.webp,P-A-046,Gible,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/46.webp,P-A-046,Kaumalat,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/46.webp
3822,PROMO-A,047/P-A,P-A-047,P-A-047,Staraptor,https://assets.tcgdex.net/en/tcgp/P-A/047/low.webp,P-A-047,찌르호크,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/47.webp,P-A-047,姆克鷹,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/47.webp,P-A-047,Étouraptor,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/47.webp,P-A-047,Staraptor,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/47.webp,P-A-047,Staraptor,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/47.webp
3823,PROMO-A,048/P-A,P-A-048,P-A-048,Manaphy,https://assets.tcgdex.net/en/tcgp/P-A/048/low.webp,P-A-048,마나피,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/48.webp,P-A-048,瑪納霏,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/48.webp,P-A-048,Manaphy,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/48.webp,P-A-048,Manaphy,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/48.webp,P-A-048,Manaphy,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/48.webp
3824,PROMO-A,049//P-A,P-A-049,P-A-049,Snorlax,https://assets.tcgdex.net/en/tcgp/P-A/049/low.webp,P-A-049,잠만보,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/49.webp,P-A-049,卡比獸,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/49.webp,P-A-049,Ronflex,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/49.webp,P-A-049,Snorlax,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/49.webp,P-A-049,Relaxo,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/49.webp
3825,PROMO-A,053/P-A,P-A-053,P-A-053,Floatzel,https://assets.tcgdex.net/en/tcgp/P-A/053/low.webp,P-A-053,플로젤,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/53.webp,P-A-053,浮潛鼬,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/53.webp,P-A-053,Mustéflott,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/53.webp,P-A-053,Floatzel,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/53.webp,P-A-053,Bojelin,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/53.webp
3826,A2b,052/P-A,A2b-052,A2b-052,Tinkatink,https://assets.tcgdex.net/en/tcgp/A2b/052/low.webp,A2b-052,어리짱,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/ko_KR/52.webp,A2b-052,小鍛匠,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/zh_TW/52.webp,A2b-052,Forgerette,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/fr_FR/52.webp,A2b-052,Tinkatink,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/es_ES/52.webp,A2b-052,Forgita,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/de_DE/52.webp
3827,PROMO-A,059/P-A,P-A-059,P-A-059,Riolu,https://assets.tcgdex.net/en/tcgp/P-A/059/low.webp,P-A-059,리오르,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/59.webp,P-A-059,利歐路,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/59.webp,P-A-059,Riolu,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/59.webp,P-A-059,Riolu,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/59.webp,P-A-059,Riolu,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/59.webp
3828,PROMO-A,058/P-A,P-A-058,P-A-058,Pachirisu,https://assets.tcgdex.net/en/tcgp/P-A/058/low.webp,P-A-058,파치리스,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/58.webp,P-A-058,帕奇利茲,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/58.webp,P-A-058,Pachirisu,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/58.webp,P-A-058,Pachirisu,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/58.webp,P-A-058,Pachirisu,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/58.webp
3829,PROMO-A,057/P-A,P-A-057,P-A-057,Bidoof,https://assets.tcgdex.net/en/tcgp/P-A/057/low.webp,P-A-057,비버니,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/57.webp,P-A-057,大牙狸,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/57.webp,P-A-057,Keunotor,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/57.webp,P-A-057,Bidoof,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/57.webp,P-A-057,Bidiza,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/57.webp
3830,PROMO-A,056/P-A,P-A-056,P-A-056,Ekans,https://assets.tcgdex.net/en/tcgp/P-A/056/low.webp,P-A-056,아보,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/56.webp,P-A-056,阿柏蛇,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/56.webp,P-A-056,Abo,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/56.webp,P-A-056,Ekans,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/56.webp,P-A-056,Rettan,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/56.webp
3831,PROMO-A,055/P-A,P-A-055,P-A-055,Machamp,https://assets.tcgdex.net/en/tcgp/P-A/055/low.webp,P-A-055,괴력몬,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/55.webp,P-A-055,怪力,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/55.webp,P-A-055,Mackogneur,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/55.webp,P-A-055,Machamp,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/55.webp,P-A-055,Machomei,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/55.webp
3832,PROMO-A,054/P-A,P-A-054,P-A-054,Pawmot,https://assets.tcgdex.net/en/tcgp/P-A/054/low.webp,P-A-054,빠르모트,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/54.webp,P-A-054,巴布土撥,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/54.webp,P-A-054,Pohmarmotte,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/54.webp,P-A-054,Pawmot,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/54.webp,P-A-054,Pamomamo,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/54.webp
3833,PROMO-A,051//P-A,P-A-051,P-A-051,Cyclizar,https://assets.tcgdex.net/en/tcgp/P-A/051/low.webp,P-A-051,모토마,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/51.webp,P-A-051,摩托蜥,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/51.webp,P-A-051,Motorizard,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/51.webp,P-A-051,Cyclizar,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/51.webp,P-A-051,Mopex,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/51.webp
3834,PROMO-A,050//P-A,P-A-050,P-A-050,Mewtwo ex,https://assets.tcgdex.net/en/tcgp/P-A/050/low.webp,P-A-050,뮤츠 ex,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/ko_KR/50.webp,P-A-050,超夢 ex,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/zh_TW/50.webp,P-A-050,Mewtwo ex,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/fr_FR/50.webp,P-A-050,Mewtwo ex,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/es_ES/50.webp,P-A-050,Mewtu ex,https://ptcgp-tracker.com/sites/default/files/promo_a/cards/de_DE/50.webp
3835,A2b,111/072,A2b-111,A2b-111,Poké Ball,https://assets.tcgdex.net/en/tcgp/A2b/111/low.webp,A2b-111,몬스터볼,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/ko_KR/111.webp,A2b-111,精靈球,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/zh_TW/111.webp,A2b-111,Poké Ball,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/fr_FR/111.webp,A2b-111,Poké Ball,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/es_ES/111.webp,A2b-111,Pokéball,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/de_DE/111.webp
3836,A2b,110/072,A2b-110,A2b-110,Lucario ex,https://assets.tcgdex.net/en/tcgp/A2b/110/low.webp,A2b-110,루카리오 ex,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/ko_KR/110.webp,A2b-110,路卡利歐 ex,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/zh_TW/110.webp,A2b-110,Lucario ex,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/fr_FR/110.webp,A2b-110,Lucario ex,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/es_ES/110.webp,A2b-110,Lucario ex,https://ptcgp-tracker.com/sites/default/files/shining_revelry/cards/de_DE/110.webp
